contribution_date,new_date,id,energy_source,clean_cooking,title,mapper,contributor,purp_prob_sol_description),solution_link,sol_open_source,sol_Intellectual_Property,sol_replication_training,total_sol_unit_cost,prototype,product,product_availability,product_advance_order,solution_trl,solution_diffused,end-user_feedback,efficiency_benchmarks,bottlenecks,sdg_tag_1,sdg_tag_2,sdg_tag_3,sdg_tag_4,sdg_tag_5,thematic_tag_1,thematic_tag_2,thematic_tag_3,thematic_tag_4,thematic_tag_5,Latitude ,Longitude ,image_1,image_2,image_3,image_4,image_5,image_6,image_7,image_8,image_9,country,regional_bureau,trl_level,sol_type
Thu Sep 09 2021 11:53:56 GMT+0000 (Coordinated Universal Time),Thu Sep 09 2021 11:53:56,3472,Household application,,Energy Efficient Heating Solution,AccLab Eswatini,Contributor 115,"As the world continues to call for climate action and protecting the environment, the re-use or upcycling of non-biodegradable material remains essential. 90% of the rural population in Eswatini, uses fuel wood as the main source of fuel for domestic purposes (particularly cooking, heating and water heating). As a result, more trees are being cut down leading to erosion the destruction of habitats for wild animals. For the Mbuluzi Game Reserve, like most rural communities, access to modern energy services such as electricity especially for water heating purposes, remains a challenge as modern energy services such as electricity and gas are very expensive, yet the need to sustainably use forest resources remains a high priority. This solution was designed to meet this need while ensuring the sustainable use of natural resources.

The solution was developed by the Mbuluzi Game Reserve  working with a local artisan (welder) to provide an energy-efficient, affordable off- normally heated more water than required and needed more fuel wood. This solution provided a more sustainable option which was affordable and easy to make with basic artisan skills. It adapted existing technologies to produce a solution that fits the needs of the Game Reserve, but that could easily serve the needs of households.

Mbuluzi Game Reserve is based in the Lubombo region of Eswatini, and its main aim is to conserve the country's biodiversity. One of the tourism services offered by the facility in addition to accommodation is a camping facility. Initially, the camp site used a large wood-powered boiler system to heat water for its campers. However, this system proved inefficient and time-consuming as it required a lot of wood even if there were only two campers in the facility. This created the need for a more efficient off-grid system. This solution therefore aims to minimise the use of fuel wood resources to conserve the country's bio-biodiversity. The water heating system can be made with scrap materials and requires minimum technical skills and can be easily made by local welders.

The main objectives of the water heater solution are:

- Provision of an affordable (uses scrap material), energy efficient (uses less than a third of the firewood that was used for the old system), easy to make and maintain (has no moving parts), and timesaving (heats water faster) water heating system

- Provision of opportunities for upcycling scrap metal (from near-by mills),

- Reduced negative impact on natural biodiversity (particularly the flora or forest), and

Reducing the risk of forest fires through a nearly enclosed system.

The water heating system is made up of discarded scrap metals from the nearby sugar factory. The system was designed and fabricated by the Game Ranger and a local retired welder. The structure constitutes of a concrete small shelter to protect the fire word from rain, a small oven-like fire box, a water cylinder, cold water inlet and hot water (shower) outlet. The structure is also fitted with a safety valve to release excess heat/ pressure should it get too hot, as a safety measure.

The system can be used for multiple purposes, e.g., cooking and heating, and possibly baking as it has the properties of an oven, making it easier for campers to prepare food.

What has made it successful is its low cost, use of reclaimed materials, ease of development and opportunity to provide a livelihood. The artisan who fabricates it is now able to make a living out of it.





",,,,,,,,,,,,,,,3.0,7.0,9.0,,,energy efficiency,renewable energy,,,,-26.208449,31.9195,file: img-11,file: img-12,,,,,,,,Eswatini,rb_africa,,
Thu Mar 24 2022 17:40:27 GMT+0000 (Coordinated Universal Time),Thu Mar 24 2022 17:40:27,4331,Renewable general,,Amsale Barega Weldesenbet,AccLab Ethiopia,Contributor 116,This is an initiative to establish a networking between fuel saving and less smoke stoves suppliers and end users through an effective distribution modelling,,x,,x,The business model requires1 million ETB (~19000 USD) for implementation,x,,x,,"A business model ready for implementation/ won already 8k USD recently by the UNDP RET (rural energy technology project), which has recently phased out","Planned distribution 9,500 fuel saving cook stove distribution",,,,,,,,,,,,,,9.0147874,38.7645017,,,,,,,,,,Ethiopia,rb_africa,9.0,prototype
Thu Mar 24 2022 18:12:11 GMT+0000 (Coordinated Universal Time),Thu Mar 24 2022 18:12:11,4332,Solar,,Faisal Abdi Ahimed,AccLab Ethiopia,Contributor 117,"Making somali region green with environmental clean solar energy, that replaces fossil fuel. It solves energy poverty to the community residing in rural areas. It is energy storage system /battery that could support TV, radio, refrigeration, lightening…with 3 years warranty and service is based on prepaid scheme for planned electricity consumptions",https://usadf.gov/story/260#,x,,x,,,x,x,x,The technology is readily available in high source of solar energy area 9Somali region of Ethiopia. This enterprise generate solar energy from installed solar energy generators and supply batteries based on prepaid schemes,1000,,,Lack of means of recycling of toxic components of this solar energy solution. Used batteries to be collected by the supplier itself over expaned areas of rural settings.,7.0,,,,,,,,,,9.0147874,38.7645017,file: img-96,file: img-97,,,,,,,,Ethiopia,rb_africa,9.0,product
Mon Mar 28 2022 15:16:28 GMT+0000 (Coordinated Universal Time),Mon Mar 28 2022 15:16:28,4346,Solar,,Future pump,AccLab Ethiopia,Contributor 118,Solar pumping for small scale irrigation,,,x,x,USD 1000,,x,x,,Market viable product,About 100 pumps sold in Ethiopia,https://www.youtube.com/embed/IzZoCUG5JKc&,,,2.0,7.0,8.0,13.0,,solar energy,,,,,9.0147874,38.7645017,file: img-402,file: img-403,,,,,,,,Ethiopia,rb_africa,9.0,product
Tue Mar 29 2022 18:48:42 GMT+0000 (Coordinated Universal Time),Tue Mar 29 2022 18:48:42,4352,Household application,x,Mirt stove,AccLab Ethiopia,Contributor 119,"Mirt stove made of cement, with expansion chamber and pot-rest, 4 cylindrical enclosure parts of 6 cm thickness, no chimney, developed by the Ministry of Water and Energy in the mid of 90ies, for households, can be found almost all overEthiopiain urban and rural areas mainly for households, also by commercial injera bakers and sometimes by restaurants. stove-tests done by GIZ, by Approved, by the Ministry of Water and Energy, by ESD (company in UK commissioned by WB project)",https://www.youtube.com/embed/j2AFYKpc4KM,x,,x,20 USD,,x,x,,scale up,"About 1,388,456 people benefit from energy-efficient cookstoves",,https://blogs.worldbank.org/developmenttalk/do-households-use-improved-cook-stoves-what-are-benefits-ethiopian-case-study,,3.0,5.0,7.0,13.0,,energy efficiency,energy saving,women in energy sector,,,11.18333,39.9,file: img-413,file: img-414,,,,,,,,Ethiopia,rb_africa,9.0,product
Wed Mar 30 2022 10:44:08 GMT+0000 (Coordinated Universal Time),Wed Mar 30 2022 10:44:08,4356,Household application,x,Micro Gasifier and Injera baker,AccLab Ethiopia,Contributor 120,"produce improved biomass cook stove for baking Injera/local bread, with a reduced indoor pollution. It has a thermal efficiency of 39.5%.",https://www.researchgate.net/figure/Injera-baking-biomass-gasifier-stove-and-reactor-under-construction_fig2_332633113,x,,x,2500 Birr,,x,,x,Ready for production based on order,Few test production,,"yes, 39%",,3.0,7.0,,,,affordable energy,clean energy,food,,,9.0147874,38.7645017,file: img-92,,,,,,,,,Ethiopia,rb_africa,9.0,product
Wed Mar 30 2022 15:33:15 GMT+0000 (Coordinated Universal Time),Wed Mar 30 2022 15:33:15,4358,Thermal,,Fuel pallet,AccLab Ethiopia,Contributor 121,"The company makes fuel pellets from biodegradable waste (e.g., spent coffee grounds, coffee husks, sawdust, wood chips, khat stems). Using pellets as a fuel source in gasifier cookstoves is superior to any other solid biomass because pellets are uniform in size, have low moisture content, have a high energy density, and are easier to transport and store. When these pellets are burned in fan-forced gasifier stoves, they turn into biochar (i.e., charcoal).",https://anegaenergiesmanufacturing.org/product/fuel-pellets/&nbsp;,,x,x,0.6 USD/kg,,x,,x,ready,Only for testing,,,,3.0,7.0,11.0,13.0,17.0,clean energy,sustainable energy,upcycling,waste for livelihoods,,9,38.75,file: img-178,,,,,,,,,Ethiopia,rb_africa,9.0,product
Wed Mar 30 2022 15:40:12 GMT+0000 (Coordinated Universal Time),Wed Mar 30 2022 15:40:12,4359,Household application,x,Lump charcoal cookstove,AccLab Ethiopia,Contributor 122,Highly efficient charcoal stove with adjustable air supply control system and low body temperature,https://anegaenergiesmanufacturing.org/product/lump-charcoal-cookstove/&nbsp;,,x,x,,x,,,x,Tested,Not diffused,,,,3.0,7.0,13.0,,,,,,,,9,38.75,file: img-281,,,,,,,,,Ethiopia,rb_africa,8.0,prototype
Wed Mar 30 2022 15:49:25 GMT+0000 (Coordinated Universal Time),Wed Mar 30 2022 15:49:25,4360,Household application,x,Quayton home stove,AccLab Ethiopia,Contributor 123,Clean burning and efficient gasifier cookstove,https://anegaenergiesmanufacturing.org/product/quayton-home-stove/,,x,x,,,x,,x,Tested,Only for testing,,,,3.0,7.0,11.0,,,clean energy,energy,stove,,,9,38.75,file: img-173,,,,,,,,,Ethiopia,rb_africa,8.0,product
Wed Mar 30 2022 16:57:12 GMT+0000 (Coordinated Universal Time),Wed Mar 30 2022 16:57:12,4361,Household application,x,Gonzye stove,AccLab Ethiopia,Contributor 124,"Cooking stove, mainly injera",,x,,x,"it is made of burned clay, 3 to 4 cylindrical enclosures, no pot-rests, developed by the Government in 2002, can be found in Amhara, Oromia, Tigray and Southern regions, price from 1 to 2 USD, cheapest Injera baking ICS stove in Ethiopia), stove-test by the Ministry of Water and Energy",,x,x,,Scale up,Diffused in many regions but couldn't find data on number distributed.,,,,7.0,13.0,,,,,,,,,9.0147874,38.7645017,file: img-204,,,,,,,,,Ethiopia,rb_africa,9.0,product
Wed Mar 30 2022 17:01:40 GMT+0000 (Coordinated Universal Time),Wed Mar 30 2022 17:01:40,4362,Thermal,,Cow dung beehive briquette,AccLab Ethiopia,Contributor 125,"The briquette is made out of ow dung and mixed with clay, which will easily burnt on any type of cook stove. The cow dung that could have gone wasted the environment, could be turned into a biomass energy, which is also affordable, and accessible mainly among the rural farming community",,x,,x,0.13 USD,,x,x,,Available any time,"No actual figure, as the method is also being used by multiple producers",,,,7.0,13.0,,,,carbon emission,,,,,9.0147874,38.7645017,file: img-136,,,,,,,,,Ethiopia,rb_africa,9.0,product
Wed Mar 30 2022 18:27:59 GMT+0000 (Coordinated Universal Time),Wed Mar 30 2022 18:27:59,4363,Solar,,Solar electric three-wheeler vehicle,AccLab Ethiopia,Contributor 126,Reduced a carbon emission and minimize expenditures through bringing a clean energy consuming vehicle into the transportation system.,https://www.youtube.com/embed/2iJALVQhxDI,,x,x,1400 USD,x,,,x,ready for production,none,,,,7.0,11.0,,,,sustainable energy,transportation & mobility,,,,9.0119115,38.7542725,file: img-538,,,,,,,,,Ethiopia,rb_africa,9.0,prototype
Thu Mar 31 2022 11:52:03 GMT+0000 (Coordinated Universal Time),Thu Mar 31 2022 11:52:03,4364,Household application,x,Tikikil stove,AccLab Ethiopia,Contributor 127,"Tikikil stove is used for cooking. It uses firewood as fuel which is continuously fed into the combustion chamber. The stove has a cylindrical inner clay liner as combustion chamber, covered with galvanized sheet metal on the outside. The 4cm thick liner has internal diameter of 11cm and is 23.5cm high. At its bottom is an 11cmX11cm opening as fuel and air inlet.",https://energypedia.info/images/2/2c/GIZ_HERA_2012_Tikikil_Stove_ET.pdf,x,,x,20 USD,,x,x,,scale up,"more than 42,000",https://energypedia.info/images/2/2c/GIZ_HERA_2012_Tikikil_Stove_ET.pdf,,,3.0,7.0,13.0,17.0,,,,,,,9.589223,41.8571654,file: img-524,,,,,,,,,Ethiopia,rb_africa,9.0,product
Thu Mar 31 2022 16:31:25 GMT+0000 (Coordinated Universal Time),Thu Mar 31 2022 16:31:25,4366,Wind,,Self-acting water pump,AccLab Ethiopia,Contributor 128,"Access to water is a challenge in rural areas, due to access to energy to supply water from the sources. Such pumping device has been used for nearly a century in rural indigenous community for lifting water to certain height, which is useful application for water pumping and supply to a community. This pump is powered by wind.

Constraint: From the pump, a particular hydram works under a particular range of drive flow and of drive height. If the drive height or drive flow is too low, the water has not enough energy to create a water hammer effect. If the drive height or the drive flow is too high, the energy of the water causes too much stress on the pump and reduces its life time.",https://www.niceinnovationet.com,x,,x,,,x,,x,ready for production up on request,"tested, but production and supply limitted",,,,,,,,,,,,,,9.0147874,38.7645017,file: img-549,,,,,,,,,Ethiopia,rb_africa,9.0,product
Thu Jun 10 2021 13:08:40 GMT+0000 (Coordinated Universal Time),Thu Jun 10 2021 13:08:40,3121,Thermal,,Uarban waste to energy,AccLab Ethiopia,Contributor 129,"Urban youth groups utilizing organic waste to produce biogas energy, composting cow dung and toilet sewerage for composting and backyard agriculture. Below is a unique wooden structure for composting in a limited urban space and biogas pit and line.

The youth group has a moto that a neighborhood energy and food sufficiency is possible, and they are trying to realize that through supplying organic waste grown vegetables, honey production, milk production, and biogas energy supply


			


			",,,,,,,,,,,,,,,11.0,,,,,organic waste,solid waste management,,,,9.0147874,38.7645017,file: img-501,,,,,,,,,Ethiopia,rb_africa,,
